date,/m/0cjf0_0,/m/0cjf0,batch_id
2020-02-01,16.0,16.0,1
2020-02-02,20.0,20.0,1
2020-02-03,30.0,30.0,1
2020-02-04,25.0,25.0,1
2020-02-05,23.0,23.0,1
2020-02-06,20.0,20.0,1
2020-02-07,14.0,14.0,1
2020-02-08,19.0,19.0,1
2020-02-09,15.0,15.0,1
2020-02-10,30.0,30.0,1
2020-02-11,17.0,17.0,1
2020-02-12,12.0,12.0,1
2020-02-13,16.0,16.0,1
2020-02-14,13.0,13.0,1
2020-02-15,19.0,19.0,1
2020-02-16,27.0,27.0,1
2020-02-17,26.0,26.0,1
2020-02-18,14.0,14.0,1
2020-02-19,23.0,23.0,1
2020-02-20,18.0,18.0,1
2020-02-21,22.0,22.0,1
2020-02-22,21.0,21.0,1
2020-02-23,14.0,14.0,1
2020-02-24,26.0,26.0,1
2020-02-25,22.0,22.0,1
2020-02-26,25.0,25.0,1
2020-02-27,23.0,23.0,1
2020-02-28,28.0,28.0,1
2020-02-29,31.0,31.0,1
2020-03-01,35.0,35.0,1
2020-03-02,37.0,37.0,1
2020-03-03,32.0,32.0,1
2020-03-04,37.0,37.0,1
2020-03-05,29.0,29.0,1
2020-03-06,39.0,39.0,1
2020-03-07,38.0,38.0,1
2020-03-08,51.0,51.0,1
2020-03-09,46.0,46.0,1
2020-03-10,48.0,48.0,1
2020-03-11,63.0,63.0,1
2020-03-12,58.0,58.0,1
2020-03-13,65.0,65.0,1
2020-03-14,71.0,71.0,1
2020-03-15,84.0,84.0,1
2020-03-16,100.0,100.0,1
2020-03-17,85.0,85.0,1
2020-03-18,82.0,82.0,1
2020-03-19,72.0,72.0,1
2020-03-20,55.0,55.0,1
2020-03-21,46.0,46.0,1
2020-03-22,65.0,65.0,1
2020-03-23,65.0,65.0,1
2020-03-24,65.0,65.0,1
2020-03-25,68.0,68.0,1
2020-03-26,60.0,60.0,1
2020-03-27,48.0,48.0,1
2020-03-28,52.0,52.0,1
2020-03-29,48.0,48.0,1
2020-03-30,39.0,39.0,1
2020-03-31,34.0,34.0,1
2020-04-01,28.0,28.0,1
2020-04-02,44.0,44.0,1
2020-04-03,36.0,36.0,1
2020-04-04,27.0,27.0,1
2020-04-05,30.0,30.0,1
2020-04-06,27.0,27.0,1
2020-04-07,21.0,21.0,1
2020-04-08,26.0,26.0,1
2020-04-09,21.0,21.0,1
2020-04-10,18.0,18.0,1
2020-04-11,13.0,13.0,1
2020-04-12,19.0,19.0,1
2020-04-13,22.0,22.0,1
2020-04-14,24.0,24.0,1
2020-04-15,16.0,16.0,1
2020-04-16,30.0,30.0,1
2020-04-17,25.0,25.0,1
2020-04-18,20.0,20.0,1
2020-04-19,20.0,20.0,1
2020-04-20,20.0,20.0,1
2020-04-21,21.0,21.0,1
2020-04-22,19.0,19.0,1
2020-04-23,18.0,18.0,1
2020-04-24,16.0,16.0,1
2020-04-25,23.0,23.0,1
2020-04-26,18.0,18.0,1
2020-04-27,17.0,17.0,1
2020-04-28,15.0,15.0,1
2020-04-29,16.0,16.0,1
2020-04-30,12.0,12.0,1
2020-05-01,24.0,24.0,1
2020-05-02,21.0,21.0,1
2020-05-03,15.0,15.0,1
2020-05-04,7.0,7.0,1
2020-05-05,15.0,15.0,1
2020-05-06,20.0,20.0,1
2020-05-07,16.0,16.0,1
2020-05-08,14.0,14.0,1
2020-05-09,19.0,19.0,1
2020-05-10,21.0,21.0,1
2020-05-11,14.0,14.0,1
2020-05-12,15.0,15.0,1
2020-05-13,12.0,12.0,1
2020-05-14,16.0,16.0,1
2020-05-15,15.0,15.0,1
2020-05-16,15.0,15.0,1
2020-05-17,18.0,18.0,1
2020-05-18,12.0,12.0,1
2020-05-19,21.0,21.0,1
2020-05-20,16.0,16.0,1
2020-05-21,16.0,16.0,1
2020-05-22,11.0,11.0,1
2020-05-23,21.0,21.0,1
2020-05-24,8.0,8.0,1
2020-05-25,15.0,15.0,1
2020-05-26,20.0,20.0,1
2020-05-27,9.0,9.0,1
2020-05-28,11.0,11.0,1
2020-05-29,20.0,20.0,1
2020-05-30,15.0,15.0,1
2020-05-31,8.0,8.0,1
2020-06-01,16.0,16.0,1
2020-06-02,18.0,18.0,1
2020-06-03,22.0,22.0,1
2020-06-04,16.0,16.0,1
2020-06-05,12.0,12.0,1
2020-06-06,11.0,11.0,1
2020-06-07,13.0,13.0,1
2020-06-08,22.0,22.0,1
2020-06-09,15.0,15.0,1
2020-06-10,15.0,15.0,1
2020-06-11,15.0,15.0,1
2020-06-12,14.0,14.0,1
2020-06-13,17.0,17.0,1
2020-06-14,14.0,14.0,1
2020-06-15,21.0,21.0,1
2020-06-16,18.0,18.0,1
2020-06-17,19.0,19.0,1
2020-06-18,21.0,21.0,1
2020-06-19,17.0,17.0,1
2020-06-20,23.0,23.0,1
2020-06-21,17.0,17.0,1
2020-06-22,13.0,13.0,1
2020-06-23,13.0,13.0,1
2020-06-24,22.0,22.0,1
2020-06-25,14.0,14.0,1
2020-06-26,9.0,9.0,1
2020-06-27,12.0,12.0,1
2020-06-28,19.0,19.0,1
2020-06-29,17.0,17.0,1
2020-06-30,16.0,16.0,1
2020-07-01,13.0,13.0,1
2020-07-02,11.0,11.0,1
2020-07-03,12.0,12.0,1
2020-07-04,14.0,14.0,1
2020-07-05,18.0,18.0,1
2020-07-06,10.0,10.0,1
2020-07-07,12.0,12.0,1
2020-07-08,18.0,18.0,1
2020-07-09,18.0,18.0,1
2020-07-10,18.0,18.0,1
2020-07-11,12.0,12.0,1
2020-07-12,25.0,25.0,1
2020-07-13,24.0,24.0,1
2020-07-14,13.0,13.0,1
2020-07-15,13.0,13.0,1
2020-07-16,20.0,20.0,1
2020-07-17,18.0,18.0,1
2020-07-18,25.0,25.0,1
2020-07-19,18.0,18.0,1
2020-07-20,16.0,16.0,1
2020-07-21,12.0,12.0,1
2020-07-22,16.0,16.0,1
2020-07-23,20.0,20.0,1
2020-07-24,16.0,16.0,1
2020-07-25,16.0,16.0,1
2020-07-26,12.0,12.0,1
2020-07-27,14.0,14.0,1
2020-07-28,12.0,12.0,1
2020-07-29,15.0,15.0,1
2020-07-30,18.0,18.0,1
2020-07-31,15.0,15.0,1
2020-08-01,16.0,16.0,1
2020-08-02,13.0,13.0,1
2020-08-03,12.0,12.0,1
2020-08-04,11.0,11.0,1
2020-08-05,16.0,16.0,1
2020-08-06,16.0,16.0,1
2020-08-07,10.0,10.0,1
2020-08-08,13.0,13.0,1
2020-08-09,14.0,14.0,1
2020-08-10,21.0,21.0,1
2020-08-11,18.0,18.0,1
2020-08-12,15.0,15.0,1
2020-08-13,15.0,15.0,1
2020-08-14,17.0,17.0,1
2020-08-15,16.0,16.0,1
2020-08-16,16.0,16.0,1
2020-08-17,19.0,19.0,1
2020-08-18,24.0,24.0,1
2020-08-19,20.0,20.0,1
2020-08-20,26.0,26.0,1
2020-08-21,22.0,22.0,1
2020-08-22,13.0,13.0,1
2020-08-23,19.0,19.0,1
2020-08-24,18.0,18.0,1
2020-08-25,18.0,18.0,1
2020-08-26,17.0,17.0,1
2020-08-27,19.0,19.0,1
2020-08-28,18.0,18.0,1
2020-08-29,15.0,15.0,1
2020-08-30,21.0,21.0,1
2020-08-31,22.0,22.0,1
2020-09-01,20.0,20.0,1
2020-09-02,22.0,22.0,1
2020-09-03,30.0,30.0,1
2020-09-04,30.0,30.0,1
2020-09-05,16.0,16.0,1
2020-09-06,29.0,29.0,1
2020-09-07,26.0,26.0,1
2020-09-08,32.0,32.0,1
2020-09-09,33.0,33.0,1
2020-09-10,23.0,23.0,1
2020-09-11,21.0,21.0,1
2020-09-12,18.0,18.0,1
2020-09-13,29.0,29.0,1
2020-09-14,27.0,27.0,1
2020-09-15,35.0,35.0,1
2020-09-16,20.0,20.0,1
2020-09-17,24.0,24.0,1
2020-09-18,19.0,19.0,1
2020-09-19,25.0,25.0,1
2020-09-20,22.0,22.0,1
2020-09-21,34.0,34.0,1
2020-09-22,26.0,26.0,1
2020-09-23,22.0,22.0,1
2020-09-24,23.0,23.0,1
2020-09-25,21.0,21.0,1
2020-09-26,16.0,16.0,1
2020-09-27,24.0,24.0,1
2020-09-28,22.0,22.0,1
2020-09-29,28.0,28.0,1
2020-09-30,33.0,33.0,1
2020-10-01,20.0,20.0,1
2020-10-02,21.0,21.0,1
2020-10-03,21.0,21.0,1
2020-10-04,28.0,28.0,1
2020-10-05,26.0,26.0,1
2020-10-06,25.0,25.0,1
2020-10-07,33.0,33.0,1
2020-10-08,33.0,33.0,1
2020-10-09,28.0,28.0,1
2020-10-10,14.0,14.0,1
2020-10-11,23.0,23.0,1
2020-10-12,25.0,25.0,1
2020-10-13,27.0,27.0,1
2020-10-14,32.0,32.0,1
2020-10-15,22.0,22.0,1
2020-10-16,20.0,20.0,1
2020-10-17,26.0,26.0,1
2020-10-18,33.0,33.0,1
2020-10-19,27.0,27.0,1
2020-10-20,30.0,30.0,1
2020-10-21,22.0,22.0,1
2020-10-22,28.0,28.0,1
2020-10-23,17.0,17.0,1
2020-10-24,23.0,23.0,1
2020-10-25,24.0,24.0,1
2020-10-26,25.0,25.0,1
2020-10-27,20.0,20.0,1
2020-09-28,66.0,66.0,2
2020-09-29,58.0,58.0,2
2020-09-30,81.0,81.0,2
2020-10-01,58.0,58.0,2
2020-10-02,82.0,82.0,2
2020-10-03,65.0,65.0,2
2020-10-04,92.0,92.0,2
2020-10-05,75.0,75.0,2
2020-10-06,76.0,76.0,2
2020-10-07,92.0,92.0,2
2020-10-08,100.0,100.0,2
2020-10-09,61.0,61.0,2
2020-10-10,72.0,72.0,2
2020-10-11,96.0,96.0,2
2020-10-12,84.0,84.0,2
2020-10-13,74.0,74.0,2
2020-10-14,81.0,81.0,2
2020-10-15,80.0,80.0,2
2020-10-16,47.0,47.0,2
2020-10-17,58.0,58.0,2
2020-10-18,73.0,73.0,2
2020-10-19,83.0,83.0,2
2020-10-20,59.0,59.0,2
2020-10-21,79.0,79.0,2
2020-10-22,73.0,73.0,2
2020-10-23,56.0,56.0,2
2020-10-24,58.0,58.0,2
2020-10-25,85.0,85.0,2
2020-10-26,55.0,55.0,2
2020-10-27,63.0,63.0,2
2020-10-28,58.0,58.0,2
2020-10-29,47.0,47.0,2
2020-10-30,66.0,66.0,2
2020-10-31,69.0,69.0,2
2020-11-01,51.0,51.0,2
2020-11-02,66.0,66.0,2
2020-11-03,59.0,59.0,2
2020-11-04,64.0,64.0,2
2020-11-05,61.0,61.0,2
2020-11-06,55.0,55.0,2
2020-11-07,51.0,51.0,2
2020-11-08,56.0,56.0,2
2020-11-09,62.0,62.0,2
2020-11-10,77.0,77.0,2
2020-11-11,60.0,60.0,2
2020-11-12,40.0,40.0,2
2020-11-13,33.0,33.0,2
2020-11-14,63.0,63.0,2
2020-11-15,59.0,59.0,2
2020-11-16,59.0,59.0,2
2020-11-17,43.0,43.0,2
2020-11-18,66.0,66.0,2
2020-11-19,42.0,42.0,2
2020-11-20,41.0,41.0,2
2020-11-21,51.0,51.0,2
2020-11-22,77.0,77.0,2
2020-11-23,53.0,53.0,2
2020-11-24,71.0,71.0,2
2020-11-25,57.0,57.0,2
2020-11-26,49.0,49.0,2
2020-11-27,46.0,46.0,2
2020-11-28,41.0,41.0,2
2020-11-29,52.0,52.0,2
2020-11-30,51.0,51.0,2
2020-12-01,48.0,48.0,2
2020-12-02,51.0,51.0,2
2020-12-03,58.0,58.0,2
2020-12-04,57.0,57.0,2
2020-12-05,47.0,47.0,2
2020-12-06,52.0,52.0,2
2020-12-07,54.0,54.0,2
2020-12-08,45.0,45.0,2
2020-12-09,68.0,68.0,2
2020-12-10,66.0,66.0,2
2020-12-11,65.0,65.0,2
2020-12-12,65.0,65.0,2
2020-12-13,68.0,68.0,2
2020-12-14,53.0,53.0,2
2020-12-15,37.0,37.0,2
2020-12-16,70.0,70.0,2
2020-12-17,65.0,65.0,2
2020-12-18,39.0,39.0,2
2020-12-19,85.0,85.0,2
2020-12-20,77.0,77.0,2
2020-12-21,48.0,48.0,2
2020-12-22,46.0,46.0,2
2020-12-23,45.0,45.0,2
2020-12-24,70.0,70.0,2
2020-12-25,49.0,49.0,2
2020-12-26,23.0,23.0,2
2020-12-27,55.0,55.0,2
2020-12-28,48.0,48.0,2
2020-12-29,50.0,50.0,2
2020-12-30,55.0,55.0,2
2020-12-31,37.0,37.0,2
2021-01-01,53.0,53.0,2
2021-01-02,59.0,59.0,2
2021-01-03,59.0,59.0,2
2021-01-04,55.0,55.0,2
2021-01-05,31.0,31.0,2
2021-01-06,47.0,47.0,2
2021-01-07,33.0,33.0,2
2021-01-08,27.0,27.0,2
2021-01-09,55.0,55.0,2
2021-01-10,59.0,59.0,2
2021-01-11,42.0,42.0,2
2021-01-12,47.0,47.0,2
2021-01-13,36.0,36.0,2
2021-01-14,43.0,43.0,2
2021-01-15,36.0,36.0,2
2021-01-16,22.0,22.0,2
2021-01-17,34.0,34.0,2
2021-01-18,65.0,65.0,2
2021-01-19,28.0,28.0,2
2021-01-20,31.0,31.0,2
2021-01-21,42.0,42.0,2
2021-01-22,23.0,23.0,2
2021-01-23,40.0,40.0,2
2021-01-24,25.0,25.0,2
2021-01-25,46.0,46.0,2
2021-01-26,51.0,51.0,2
2021-01-27,44.0,44.0,2
2021-01-28,37.0,37.0,2
2021-01-29,46.0,46.0,2
2021-01-30,44.0,44.0,2
2021-01-31,35.0,35.0,2
2021-02-01,46.0,46.0,2
2021-02-02,26.0,26.0,2
2021-02-03,35.0,35.0,2
2021-02-04,40.0,40.0,2
2021-02-05,46.0,46.0,2
2021-02-06,27.0,27.0,2
2021-02-07,50.0,50.0,2
2021-02-08,46.0,46.0,2
2021-02-09,33.0,33.0,2
2021-02-10,38.0,38.0,2
2021-02-11,33.0,33.0,2
2021-02-12,36.0,36.0,2
2021-02-13,39.0,39.0,2
2021-02-14,24.0,24.0,2
2021-02-15,40.0,40.0,2
2021-02-16,49.0,49.0,2
2021-02-17,54.0,54.0,2
2021-02-18,36.0,36.0,2
2021-02-19,62.0,62.0,2
2021-02-20,33.0,33.0,2
2021-02-21,51.0,51.0,2
2021-02-22,56.0,56.0,2
2021-02-23,49.0,49.0,2
2021-02-24,59.0,59.0,2
2021-02-25,56.0,56.0,2
2021-02-26,70.0,70.0,2
2021-02-27,47.0,47.0,2
2021-02-28,44.0,44.0,2
2021-03-01,42.0,42.0,2
2021-03-02,71.0,71.0,2
2021-03-03,34.0,34.0,2
2021-03-04,20.0,20.0,2
2021-03-05,40.0,40.0,2
2021-03-06,38.0,38.0,2
2021-03-07,49.0,49.0,2
2021-03-08,58.0,58.0,2
2021-03-09,65.0,65.0,2
2021-03-10,59.0,59.0,2
2021-03-11,42.0,42.0,2
2021-03-12,57.0,57.0,2
2021-03-13,54.0,54.0,2
2021-03-14,72.0,72.0,2
2021-03-15,61.0,61.0,2
2021-03-16,56.0,56.0,2
2021-03-17,56.0,56.0,2
2021-03-18,72.0,72.0,2
2021-03-19,45.0,45.0,2
2021-03-20,52.0,52.0,2
2021-03-21,68.0,68.0,2
2021-03-22,53.0,53.0,2
2021-03-23,62.0,62.0,2
2021-03-24,55.0,55.0,2
2021-03-25,50.0,50.0,2
2021-03-26,66.0,66.0,2
2021-03-27,57.0,57.0,2
2021-03-28,47.0,47.0,2
2021-03-29,76.0,76.0,2
2021-03-30,50.0,50.0,2
2021-03-31,76.0,76.0,2
2021-04-01,64.0,64.0,2
2021-04-02,46.0,46.0,2
2021-04-03,56.0,56.0,2
2021-04-04,60.0,60.0,2
2021-04-05,71.0,71.0,2
2021-04-06,29.0,29.0,2
2021-04-07,39.0,39.0,2
2021-04-08,64.0,64.0,2
2021-04-09,60.0,60.0,2
2021-04-10,48.0,48.0,2
2021-04-11,49.0,49.0,2
2021-04-12,60.0,60.0,2
2021-04-13,69.0,69.0,2
2021-04-14,46.0,46.0,2
2021-04-15,73.0,73.0,2
2021-04-16,65.0,65.0,2
2021-04-17,59.0,59.0,2
2021-04-18,62.0,62.0,2
2021-04-19,58.0,58.0,2
2021-04-20,73.0,73.0,2
2021-04-21,60.0,60.0,2
2021-04-22,44.0,44.0,2
2021-04-23,60.0,60.0,2
2021-04-24,48.0,48.0,2
2021-04-25,58.0,58.0,2
2021-04-26,51.0,51.0,2
2021-04-27,51.0,51.0,2
2021-04-28,51.0,51.0,2
2021-04-29,71.0,71.0,2
2021-04-30,43.0,43.0,2
2021-05-01,47.0,47.0,2
2021-05-02,66.0,66.0,2
2021-05-03,49.0,49.0,2
2021-05-04,41.0,41.0,2
2021-05-05,32.0,32.0,2
2021-05-06,32.0,32.0,2
2021-05-07,36.0,36.0,2
2021-05-08,65.0,65.0,2
2021-05-09,59.0,59.0,2
2021-05-10,37.0,37.0,2
2021-05-11,42.0,42.0,2
2021-05-12,42.0,42.0,2
2021-05-13,35.0,35.0,2
2021-05-14,32.0,32.0,2
2021-05-15,60.0,60.0,2
2021-05-16,45.0,45.0,2
2021-05-17,33.0,33.0,2
2021-05-18,50.0,50.0,2
2021-05-19,48.0,48.0,2
2021-05-20,42.0,42.0,2
2021-05-21,39.0,39.0,2
2021-05-22,49.0,49.0,2
2021-05-23,48.0,48.0,2
2021-05-24,55.0,55.0,2
2021-05-25,62.0,62.0,2
2021-05-26,51.0,51.0,2
2021-05-27,38.0,38.0,2
2021-05-28,33.0,33.0,2
2021-05-29,45.0,45.0,2
